-- 200개 마일리지 내역 가데이터 (적립금 2% 계산 반영)
-- ------------------------------------------------

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (1, '관리자추가', 500, 500, '2024-03-31', NULL, 'CUS198');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (12, '관리자감소', 0, 0, '2020-03-26', NULL, 'CUS026');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (13, '적립', 3000, 3000, '2024-09-29', 'ORD115', 'CUS134');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (14, '관리자감소', 0, 0, '2022-11-25', NULL, 'CUS020');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (15, '관리자추가', 1000, 1000, '2024-03-01', NULL, 'CUS057');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (16, '관리자감소', 0, 0, '2023-03-26', NULL, 'CUS083');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (17, '적립', 14400, 14400, '2024-05-08', 'ORD094', 'CUS033');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (18, '적립', 136, 136, '2023-11-23', 'ORD218', 'CUS167');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (19, '관리자감소', 0, 0, '2021-09-21', NULL, 'CUS150');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (20, '적립', 3120, 3120, '2020-09-18', 'ORD170', 'CUS144');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (21, '관리자추가', 3000, 3000, '2023-03-30', NULL, 'CUS061');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (22, '적립', 9420, 9420, '2024-05-04', 'ORD040', 'CUS196');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (23, '적립', 65300, 65300, '2021-07-30', 'ORD283', 'CUS173');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (24, '관리자추가', 500, 500, '2023-09-19', NULL, 'CUS051');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (25, '관리자감소', 0, 0, '2022-11-29', NULL, 'CUS013');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (26, '적립', 2260, 8860, '2025-03-10', 'ORD110', 'CUS052');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (27, '적립', 1620, 1620, '2022-02-11', 'ORD052', 'CUS109');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (28, '적립', 700, 700, '2023-11-04', 'ORD157', 'CUS016');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (29, '관리자감소', 0, 0, '2023-07-06', NULL, 'CUS090');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (30, '적립', 11600, 11600, '2020-04-03', 'ORD269', 'CUS097');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (31, '적립', 2160, 2160, '2022-01-28', 'ORD209', 'CUS088');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (32, '적립', 27920, 27920, '2024-10-12', 'ORD233', 'CUS191');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (33, '적립', 7200, 7200, '2025-04-21', 'ORD104', 'CUS080');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (34, '적립', 19460, 19460, '2020-08-16', 'ORD279', 'CUS110');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (35, '적립', 2816, 2816, '2020-01-11', 'ORD088', 'CUS180');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (36, '적립', 6500, 6500, '2024-05-03', 'ORD298', 'CUS133');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (37, '적립', 5200, 5200, '2024-05-18', 'ORD076', 'CUS081');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (38, '관리자추가', 1000, 1000, '2021-06-27', NULL, 'CUS031');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (39, '적립', 18000, 20816, '2022-02-27', 'ORD285', 'CUS180');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (40, '적립', 2700, 2700, '2020-12-01', 'ORD168', 'CUS128');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (41, '적립', 28720, 28720, '2021-11-13', 'ORD257', 'CUS023');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (42, '적립', 6940, 6940, '2024-09-09', 'ORD135', 'CUS087');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (43, '적립', 20420, 21420, '2020-12-18', 'ORD097', 'CUS057');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (44, '적립', 13020, 13020, '2021-09-03', 'ORD054', 'CUS165');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (45, '적립', 7200, 8820, '2022-08-26', 'ORD100', 'CUS109');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (46, '적립', 9400, 9400, '2023-07-09', 'ORD188', 'CUS068');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (47, '적립', 3420, 3420, '2023-11-22', 'ORD226', 'CUS100');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (48, '적립', 27560, 27560, '2020-07-13', 'ORD114', 'CUS065');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (49, '적립', 7640, 7640, '2021-09-22', 'ORD212', 'CUS089');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (50, '관리자추가', 2000, 2000, '2021-08-07', NULL, 'CUS137');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (51, '적립', 14820, 14820, '2023-04-13', 'ORD122', 'CUS116');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (52, '적립', 2520, 2520, '2020-10-01', 'ORD016', 'CUS049');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (53, '적립', 7240, 7240, '2024-01-27', 'ORD005', 'CUS179');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (54, '적립', 82660, 82660, '2022-05-20', 'ORD182', 'CUS189');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (55, '관리자추가', 2000, 5120, '2020-05-24', NULL, 'CUS144');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (56, '적립', 280, 280, '2024-06-13', 'ORD174', 'CUS098');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (57, '적립', 7440, 7440, '2022-01-14', 'ORD144', 'CUS030');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (58, '적립', 7580, 7580, '2023-08-27', 'ORD220', 'CUS039');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (59, '관리자추가', 2000, 2000, '2022-09-27', NULL, 'CUS036');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (60, '적립', 11080, 11080, '2025-04-22', 'ORD260', 'CUS149');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (61, '적립', 1840, 8340, '2025-11-03', 'ORD084', 'CUS133');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (62, '적립', 5660, 5660, '2020-03-21', 'ORD028', 'CUS004');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (63, '관리자추가', 1000, 1000, '2024-05-07', NULL, 'CUS015');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (64, '적립', 4020, 4020, '2022-09-30', 'ORD187', 'CUS058');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (65, '적립', 6660, 6660, '2024-09-27', 'ORD128', 'CUS037');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (66, '관리자감소', 0, 0, '2023-08-29', NULL, 'CUS083');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (67, '적립', 28140, 28140, '2022-03-03', 'ORD032', 'CUS095');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (68, '적립', 7620, 7620, '2021-06-19', 'ORD173', 'CUS127');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (69, '적립', 840, 840, '2021-03-26', 'ORD073', 'CUS153');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (70, '적립', 760, 760, '2023-11-27', 'ORD145', 'CUS147');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (71, '관리자추가', 3000, 3000, '2024-03-11', NULL, 'CUS046');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (72, '관리자감소', 0, 0, '2023-08-26', NULL, 'CUS195');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (73, '적립', 1460, 1460, '2021-10-22', 'ORD068', 'CUS063');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (74, '관리자추가', 1000, 2000, '2020-02-19', NULL, 'CUS015');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (75, '적립', 2400, 2400, '2022-11-12', 'ORD184', 'CUS185');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (76, '관리자추가', 3000, 12300, '2021-10-22', NULL, 'CUS105');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (77, '적립', 660, 660, '2020-12-27', 'ORD004', 'CUS123');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (78, '관리자추가', 1000, 1000, '2020-01-28', NULL, 'CUS008');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (79, '적립', 900, 2900, '2020-02-08', 'ORD223', 'CUS137');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (80, '적립', 660, 660, '2021-08-10', 'ORD232', 'CUS172');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (81, '관리자감소', 0, 0, '2023-01-08', NULL, 'CUS190');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (82, '적립', 3216, 3216, '2020-08-21', 'ORD127', 'CUS017');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (83, '적립', 6212, 6212, '2020-05-23', 'ORD287', 'CUS027');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (84, '적립', 480, 480, '2024-12-04', 'ORD251', 'CUS038');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (85, '적립', 3480, 3480, '2023-06-04', 'ORD180', 'CUS126');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (86, '적립', 55080, 55080, '2021-06-12', 'ORD148', 'CUS118');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (87, '관리자감소', 0, 0, '2022-01-13', NULL, 'CUS034');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (88, '관리자감소', 0, 0, '2020-07-27', NULL, 'CUS019');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (89, '관리자감소', 0, 0, '2025-05-22', NULL, 'CUS176');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (90, '적립', 50040, 50040, '2020-03-05', 'ORD193', 'CUS145');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (91, '관리자감소', -136, 0, '2024-01-17', NULL, 'CUS167');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (92, '적립', 5920, 13500, '2023-06-10', 'ORD185', 'CUS039');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (93, '적립', 52880, 52880, '2023-10-27', 'ORD112', 'CUS178');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (94, '적립', 10000, 10000, '2021-05-25', 'ORD254', 'CUS161');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (95, '적립', 6000, 6000, '2020-10-15', 'ORD010', 'CUS157');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (96, '관리자추가', 3000, 3000, '2023-06-13', NULL, 'CUS141');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (97, '적립', 720, 20180, '2023-06-01', 'ORD012', 'CUS110');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (98, '적립', 640, 640, '2025-10-20', 'ORD245', 'CUS005');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (99, '적립', 16800, 66840, '2025-05-01', 'ORD167', 'CUS145');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (100, '관리자추가', 2000, 2000, '2022-11-10', NULL, 'CUS193');

INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (101, '관리자추가', 500, 500, '2021-11-23', NULL, 'CUS130');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (102, '적립', 2520, 5736, '2021-03-13', 'ORD217', 'CUS017');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (103, '적립', 2370, 2370, '2020-01-02', 'ORD186', 'CUS091');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (104, '적립', 1720, 1720, '2024-12-12', 'ORD120', 'CUS101');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (105, '관리자감소', 0, 0, '2021-02-25', NULL, 'CUS048');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (106, '적립', 3120, 3120, '2022-08-08', 'ORD136', 'CUS175');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (107, '적립', 6380, 6380, '2023-01-07', 'ORD079', 'CUS064');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (108, '적립', 6860, 15680, '2021-06-12', 'ORD231', 'CUS109');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (109, '관리자추가', 2000, 2000, '2024-08-22', NULL, 'CUS168');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (110, '관리자감소', 0, 0, '2021-09-22', NULL, 'CUS171');
INSERT INTO customer_Mileage (MILEAGE_ID, MILEAGE_YN, CHANGE_MIL, REMAIN_MIL, MILEAGE_DATE, ORDER_CODE, CUS_ID) VALUES (111, '관리자추가', 1000, 1000, '2023-02-18', NULL, 'CUS197');
